Día de la semana,Hora de inicio,Hora de fin,Estación de origen,Estación de destino,Número de pasajeros,Nivel de congestión,Clima
Lunes,18:00,21:00,Calle 72,Calle 100,81,Alta,Nublado
Martes,12:00,15:00,Portal Norte,Calle 72,80,Alta,Nublado
Domingo,21:00,24:00,Héroes,Calle 72,18,Baja,Nublado
Miércoles,18:00,21:00,Portal Sur,Calle 72,6,Baja,Nublado
Domingo,12:00,15:00,Portal Sur,Héroes,7,Baja,Lluvioso
Jueves,15:00,18:00,Calle 72,Calle 100,18,Baja,Lluvioso
Miércoles,21:00,24:00,Portal Sur,Portal Norte,67,Alta,Soleado
Jueves,21:00,24:00,Av. Jiménez,Calle 100,69,Alta,Lluvioso
Viernes,9:00,12:00,Calle 72,Calle 100,7,Baja,Lluvioso
Miércoles,21:00,24:00,Av. Jiménez,Portal Sur,68,Alta,Soleado
Miércoles,6:00,9:00,Calle 26,Calle 100,40,Moderada,Nublado
Jueves,18:00,21:00,Calle 100,Calle 72,23,Moderada,Soleado
Miércoles,15:00,18:00,Av. Jiménez,Portal Norte,30,Moderada,Soleado
Miércoles,12:00,15:00,Portal Norte,Portal Sur,49,Moderada,Lluvioso
Jueves,9:00,12:00,Av. Jiménez,Calle 26,62,Alta,Soleado
Miércoles,21:00,24:00,Calle 26,Portal Norte,44,Moderada,Lluvioso
Viernes,6:00,9:00,Héroes,Portal Sur,41,Moderada,Nublado
Miércoles,9:00,12:00,Portal Norte,Calle 100,30,Moderada,Soleado
Viernes,12:00,15:00,Av. Jiménez,Calle 72,42,Moderada,Lluvioso
Viernes,12:00,15:00,Calle 100,Portal Sur,4,Baja,Lluvioso
Viernes,12:00,15:00,Calle 72,Portal Norte,36,Baja,Soleado
Sábado,9:00,12:00,Av. Jiménez,Calle 72,19,Baja,Nublado
Lunes,18:00,21:00,Calle 72,Calle 100,29,Moderada,Soleado
Sábado,6:00,9:00,Calle 26,Portal Norte,47,Moderada,Lluvioso
Viernes,21:00,24:00,Calle 100,Calle 26,4,Baja,Nublado
Martes,21:00,24:00,Calle 26,Héroes,41,Moderada,Nublado
Domingo,15:00,18:00,Portal Norte,Calle 72,59,Moderada,Lluvioso
Martes,6:00,9:00,Calle 100,Héroes,37,Moderada,Soleado
Viernes,12:00,15:00,Calle 100,Calle 26,38,Moderada,Soleado
Martes,21:00,24:00,Héroes,Calle 26,79,Alta,Lluvioso
Martes,9:00,12:00,Portal Norte,Calle 72,75,Alta,Soleado
Sábado,15:00,18:00,Av. Jiménez,Calle 72,19,Baja,Lluvioso
Domingo,18:00,21:00,Calle 26,Calle 100,68,Alta,Soleado
Viernes,12:00,15:00,Portal Norte,Héroes,8,Baja,Lluvioso
Sábado,18:00,21:00,Héroes,Av. Jiménez,66,Alta,Soleado
Lunes,15:00,18:00,Calle 100,Calle 26,85,Alta,Lluvioso
Viernes,18:00,21:00,Portal Norte,Calle 26,91,Alta,Lluvioso
Martes,9:00,12:00,Portal Sur,Av. Jiménez,90,Alta,Lluvioso
Viernes,6:00,9:00,Calle 100,Portal Sur,24,Moderada,Soleado
Sábado,21:00,24:00,Av. Jiménez,Héroes,43,Moderada,Lluvioso
Miércoles,9:00,12:00,Portal Sur,Calle 26,54,Moderada,Lluvioso
Jueves,15:00,18:00,Calle 72,Calle 100,7,Baja,Lluvioso
Sábado,12:00,15:00,Calle 72,Héroes,50,Moderada,Lluvioso
Viernes,15:00,18:00,Héroes,Calle 100,27,Moderada,Soleado
Miércoles,21:00,24:00,Portal Norte,Calle 100,93,Alta,Lluvioso
Martes,18:00,21:00,Calle 26,Héroes,15,Baja,Soleado
Lunes,15:00,18:00,Calle 26,Av. Jiménez,1,Baja,Nublado
Jueves,9:00,12:00,Av. Jiménez,Héroes,10,Baja,Soleado
Martes,6:00,9:00,Héroes,Calle 100,70,Alta,Soleado
Domingo,12:00,15:00,Calle 72,Calle 26,41,Moderada,Nublado
Domingo,15:00,18:00,Av. Jiménez,Portal Norte,76,Alta,Lluvioso
Viernes,12:00,15:00,Portal Norte,Portal Sur,17,Baja,Nublado
Miércoles,6:00,9:00,Calle 100,Av. Jiménez,21,Baja,Nublado
Sábado,15:00,18:00,Héroes,Calle 72,51,Moderada,Lluvioso
Martes,12:00,15:00,Calle 26,Av. Jiménez,40,Moderada,Nublado
Sábado,6:00,9:00,Calle 26,Héroes,13,Baja,Nublado
Jueves,6:00,9:00,Héroes,Portal Sur,81,Alta,Nublado
Lunes,6:00,9:00,Calle 100,Av. Jiménez,65,Alta,Soleado
Domingo,18:00,21:00,Calle 100,Héroes,33,Baja,Soleado
Viernes,9:00,12:00,Héroes,Portal Sur,96,Alta,Lluvioso
Sábado,12:00,15:00,Calle 26,Calle 72,10,Baja,Lluvioso
Sábado,21:00,24:00,Av. Jiménez,Portal Norte,27,Baja,Soleado
Martes,15:00,18:00,Av. Jiménez,Héroes,41,Moderada,Nublado
Domingo,12:00,15:00,Av. Jiménez,Portal Norte,60,Moderada,Lluvioso
Domingo,15:00,18:00,Héroes,Calle 72,41,Moderada,Nublado
Lunes,9:00,12:00,Calle 72,Portal Norte,15,Baja,Nublado
Domingo,6:00,9:00,Héroes,Portal Norte,29,Moderada,Soleado
Sábado,18:00,21:00,Calle 26,Héroes,78,Alta,Soleado
Lunes,12:00,15:00,Héroes,Calle 26,30,Moderada,Soleado
Martes,15:00,18:00,Héroes,Portal Sur,34,Moderada,Soleado
Viernes,9:00,12:00,Portal Sur,Héroes,17,Baja,Lluvioso
Lunes,6:00,9:00,Héroes,Calle 26,80,Alta,Soleado
Miércoles,12:00,15:00,Portal Norte,Calle 26,80,Alta,Nublado
Sábado,12:00,15:00,Calle 72,Av. Jiménez,80,Alta,Nublado
Jueves,21:00,24:00,Calle 26,Portal Norte,39,Moderada,Soleado
Martes,12:00,15:00,Calle 72,Portal Norte,38,Moderada,Soleado
Jueves,15:00,18:00,Portal Norte,Héroes,70,Alta,Soleado
Martes,18:00,21:00,Calle 100,Portal Sur,60,Moderada,Lluvioso
Jueves,21:00,24:00,Calle 100,Héroes,23,Moderada,Soleado
Lunes,18:00,21:00,Av. Jiménez,Portal Norte,11,Baja,Nublado
Domingo,6:00,9:00,Calle 72,Héroes,70,Alta,Soleado
Viernes,18:00,21:00,Av. Jiménez,Calle 100,60,Moderada,Lluvioso
Miércoles,18:00,21:00,Portal Norte,Héroes,1,Baja,Nublado
Sábado,18:00,21:00,Calle 26,Calle 72,40,Moderada,Nublado
Viernes,6:00,9:00,Calle 72,Héroes,40,Moderada,Nublado
Miércoles,18:00,21:00,Calle 26,Av. Jiménez,54,Moderada,Lluvioso
Lunes,6:00,9:00,Calle 26,Calle 100,3,Baja,Lluvioso
Martes,6:00,9:00,Calle 100,Av. Jiménez,45,Moderada,Lluvioso
Lunes,15:00,18:00,Portal Sur,Calle 72,65,Alta,Soleado
Jueves,18:00,21:00,Héroes,Calle 72,41,Moderada,Nublado
Jueves,6:00,9:00,Calle 72,Héroes,88,Alta,Lluvioso
Lunes,18:00,21:00,Calle 100,Héroes,23,Moderada,Soleado
Sábado,9:00,12:00,Calle 100,Calle 72,33,Moderada,Soleado
Miércoles,9:00,12:00,Calle 100,Calle 72,57,Moderada,Lluvioso
Lunes,15:00,18:00,Portal Norte,Calle 26,18,Baja,Lluvioso
Viernes,9:00,12:00,Calle 72,Calle 100,80,Alta,Lluvioso
Lunes,12:00,15:00,Héroes,Av. Jiménez,82,Alta,Lluvioso
Lunes,12:00,15:00,Portal Sur,Calle 26,31,Moderada,Soleado
Miércoles,18:00,21:00,Calle 26,Portal Sur,75,Alta,Soleado
Miércoles,6:00,9:00,Portal Norte,Héroes,27,Moderada,Soleado
Sábado,12:00,15:00,Calle 26,Héroes,80,Alta,Soleado
Miércoles,12:00,15:00,Av. Jiménez,Calle 100,81,Alta,Nublado
Viernes,6:00,9:00,Calle 100,Calle 72,40,Moderada,Soleado
Jueves,9:00,12:00,Portal Sur,Calle 100,65,Alta,Soleado
Martes,21:00,24:00,Av. Jiménez,Calle 100,19,Baja,Lluvioso
Viernes,9:00,12:00,Calle 100,Calle 26,34,Moderada,Soleado
Viernes,15:00,18:00,Portal Norte,Calle 26,39,Moderada,Soleado
Lunes,15:00,18:00,Calle 100,Calle 26,19,Baja,Nublado
Sábado,9:00,12:00,Av. Jiménez,Portal Sur,32,Baja,Soleado
Lunes,15:00,18:00,Portal Sur,Calle 72,40,Moderada,Nublado
Lunes,21:00,24:00,Portal Sur,Calle 100,5,Baja,Lluvioso
Viernes,18:00,21:00,Calle 72,Portal Norte,81,Alta,Nublado
Lunes,12:00,15:00,Héroes,Av. Jiménez,19,Baja,Lluvioso
Domingo,15:00,18:00,Av. Jiménez,Calle 100,21,Moderada,Soleado
Miércoles,12:00,15:00,Calle 100,Portal Norte,14,Baja,Nublado
Lunes,21:00,24:00,Héroes,Calle 72,66,Alta,Soleado
Viernes,12:00,15:00,Portal Norte,Portal Sur,80,Alta,Nublado
Domingo,18:00,21:00,Av. Jiménez,Portal Sur,81,Alta,Nublado
Martes,12:00,15:00,Portal Norte,Héroes,9,Baja,Soleado
Viernes,6:00,9:00,Av. Jiménez,Portal Norte,29,Baja,Soleado
Miércoles,6:00,9:00,Portal Norte,Calle 100,21,Baja,Soleado
Lunes,6:00,9:00,Av. Jiménez,Portal Sur,38,Moderada,Soleado
Jueves,12:00,15:00,Calle 72,Calle 26,80,Alta,Nublado
Domingo,12:00,15:00,Calle 72,Calle 100,80,Alta,Nublado
Lunes,15:00,18:00,Calle 26,Calle 100,8,Baja,Soleado
Viernes,6:00,9:00,Portal Norte,Calle 72,39,Moderada,Soleado
Miércoles,6:00,9:00,Portal Sur,Héroes,81,Alta,Nublado
Sábado,15:00,18:00,Calle 26,Calle 100,81,Alta,Nublado
Viernes,21:00,24:00,Av. Jiménez,Héroes,5,Baja,Soleado
Domingo,6:00,9:00,Calle 26,Portal Norte,17,Baja,Lluvioso
Lunes,21:00,24:00,Portal Norte,Portal Sur,12,Baja,Lluvioso
Martes,9:00,12:00,Calle 100,Portal Sur,20,Baja,Lluvioso
Lunes,15:00,18:00,Héroes,Portal Sur,21,Moderada,Soleado
Jueves,21:00,24:00,Av. Jiménez,Portal Sur,2,Baja,Soleado
Viernes,6:00,9:00,Calle 26,Calle 100,41,Moderada,Nublado
Lunes,18:00,21:00,Av. Jiménez,Calle 72,81,Alta,Nublado
Viernes,9:00,12:00,Calle 100,Héroes,71,Alta,Lluvioso
Miércoles,6:00,9:00,Héroes,Calle 100,37,Baja,Soleado
Jueves,12:00,15:00,Portal Norte,Calle 26,49,Moderada,Lluvioso
Domingo,9:00,12:00,Calle 26,Calle 100,40,Moderada,Nublado
Martes,15:00,18:00,Calle 72,Portal Sur,2,Baja,Nublado
Miércoles,21:00,24:00,Calle 26,Portal Norte,18,Baja,Soleado
Lunes,15:00,18:00,Portal Sur,Av. Jiménez,41,Moderada,Nublado
Sábado,21:00,24:00,Calle 100,Portal Sur,21,Baja,Nublado
Viernes,6:00,9:00,Av. Jiménez,Calle 26,61,Alta,Soleado
Martes,12:00,15:00,Portal Sur,Calle 72,80,Alta,Nublado
Martes,6:00,9:00,Calle 26,Av. Jiménez,51,Moderada,Lluvioso
Martes,12:00,15:00,Calle 26,Portal Sur,30,Moderada,Soleado
Miércoles,6:00,9:00,Calle 26,Portal Norte,9,Baja,Nublado
Domingo,6:00,9:00,Calle 72,Portal Sur,6,Baja,Lluvioso
Viernes,21:00,24:00,Portal Norte,Calle 26,64,Alta,Soleado
Jueves,15:00,18:00,Portal Sur,Portal Norte,80,Alta,Nublado
Domingo,9:00,12:00,Portal Norte,Calle 26,31,Moderada,Soleado
Viernes,9:00,12:00,Calle 100,Héroes,2,Baja,Lluvioso
Domingo,21:00,24:00,Héroes,Calle 72,2,Baja,Nublado
Viernes,21:00,24:00,Calle 72,Av. Jiménez,12,Baja,Soleado
Lunes,21:00,24:00,Calle 26,Portal Sur,38,Moderada,Soleado
Domingo,18:00,21:00,Héroes,Portal Norte,60,Moderada,Lluvioso
Jueves,9:00,12:00,Portal Norte,Calle 72,24,Moderada,Soleado
Martes,6:00,9:00,Portal Norte,Calle 72,3,Baja,Nublado
Domingo,15:00,18:00,Portal Norte,Av. Jiménez,7,Baja,Nublado
Martes,21:00,24:00,Portal Norte,Av. Jiménez,94,Alta,Lluvioso
Miércoles,12:00,15:00,Portal Sur,Calle 72,12,Baja,Lluvioso
Lunes,21:00,24:00,Av. Jiménez,Portal Norte,41,Moderada,Nublado
Viernes,18:00,21:00,Av. Jiménez,Portal Sur,64,Alta,Lluvioso
Lunes,6:00,9:00,Calle 26,Calle 72,36,Baja,Soleado
Sábado,18:00,21:00,Calle 100,Calle 72,0,Baja,Lluvioso
Sábado,9:00,12:00,Calle 72,Portal Sur,10,Baja,Nublado
Viernes,12:00,15:00,Portal Norte,Av. Jiménez,55,Moderada,Lluvioso
Sábado,15:00,18:00,Calle 72,Av. Jiménez,22,Moderada,Soleado
Viernes,18:00,21:00,Av. Jiménez,Portal Sur,71,Alta,Lluvioso
Martes,18:00,21:00,Av. Jiménez,Calle 72,48,Moderada,Lluvioso
Martes,15:00,18:00,Av. Jiménez,Portal Sur,7,Baja,Soleado
Viernes,18:00,21:00,Portal Norte,Calle 100,32,Baja,Soleado
Miércoles,15:00,18:00,Calle 26,Calle 72,74,Alta,Soleado
Miércoles,12:00,15:00,Portal Sur,Calle 72,81,Alta,Nublado
Viernes,21:00,24:00,Calle 100,Portal Sur,90,Alta,Lluvioso
Lunes,15:00,18:00,Héroes,Portal Norte,80,Alta,Nublado
Lunes,15:00,18:00,Calle 72,Calle 26,8,Baja,Lluvioso
Martes,18:00,21:00,Calle 72,Portal Norte,57,Moderada,Lluvioso
Jueves,18:00,21:00,Av. Jiménez,Calle 72,54,Moderada,Lluvioso
Domingo,12:00,15:00,Héroes,Portal Sur,4,Baja,Nublado
Jueves,18:00,21:00,Portal Sur,Av. Jiménez,69,Alta,Soleado
Miércoles,9:00,12:00,Portal Sur,Portal Norte,41,Moderada,Nublado
Martes,12:00,15:00,Héroes,Calle 72,77,Alta,Lluvioso
Jueves,12:00,15:00,Portal Norte,Portal Sur,40,Moderada,Lluvioso
Miércoles,21:00,24:00,Av. Jiménez,Calle 100,48,Moderada,Lluvioso
Sábado,9:00,12:00,Calle 26,Calle 100,20,Baja,Soleado
Sábado,9:00,12:00,Calle 26,Portal Norte,36,Baja,Soleado
Viernes,6:00,9:00,Calle 100,Calle 26,18,Baja,Lluvioso
Lunes,12:00,15:00,Portal Norte,Calle 26,74,Alta,Soleado
Miércoles,6:00,9:00,Portal Sur,Av. Jiménez,71,Alta,Soleado
Viernes,12:00,15:00,Héroes,Portal Sur,80,Alta,Nublado
Jueves,18:00,21:00,Portal Norte,Av. Jiménez,41,Moderada,Nublado
Viernes,6:00,9:00,Héroes,Portal Norte,40,Moderada,Nublado
Jueves,21:00,24:00,Av. Jiménez,Calle 26,16,Baja,Nublado
Viernes,9:00,12:00,Portal Norte,Calle 72,3,Baja,Soleado
Viernes,9:00,12:00,Portal Sur,Calle 72,22,Moderada,Soleado
Jueves,15:00,18:00,Héroes,Calle 100,41,Moderada,Nublado
Sábado,21:00,24:00,Héroes,Calle 26,13,Baja,Lluvioso
Jueves,12:00,15:00,Calle 72,Calle 100,40,Moderada,Nublado
Martes,9:00,12:00,Héroes,Av. Jiménez,66,Alta,Soleado
Sábado,12:00,15:00,Av. Jiménez,Héroes,47,Moderada,Lluvioso
Lunes,15:00,18:00,Héroes,Portal Sur,80,Alta,Nublado
Miércoles,12:00,15:00,Héroes,Calle 72,41,Moderada,Nublado
Martes,6:00,9:00,Portal Norte,Calle 100,16,Baja,Soleado
Viernes,15:00,18:00,Calle 100,Calle 26,5,Baja,Lluvioso
Lunes,15:00,18:00,Calle 72,Calle 100,87,Alta,Lluvioso
Miércoles,21:00,24:00,Calle 26,Portal Norte,40,Moderada,Nublado
Domingo,6:00,9:00,Av. Jiménez,Portal Sur,24,Baja,Soleado
Miércoles,6:00,9:00,Calle 100,Av. Jiménez,40,Moderada,Nublado
Miércoles,6:00,9:00,Héroes,Calle 26,95,Alta,Lluvioso
Lunes,15:00,18:00,Calle 100,Calle 26,41,Moderada,Nublado
Martes,6:00,9:00,Calle 72,Av. Jiménez,80,Alta,Nublado
Jueves,18:00,21:00,Portal Sur,Calle 100,40,Moderada,Nublado
Viernes,21:00,24:00,Av. Jiménez,Calle 72,40,Moderada,Nublado
Martes,9:00,12:00,Portal Sur,Héroes,81,Alta,Nublado
Jueves,18:00,21:00,Calle 72,Portal Norte,7,Baja,Nublado
Lunes,21:00,24:00,Calle 100,Portal Norte,72,Alta,Soleado
Viernes,6:00,9:00,Héroes,Av. Jiménez,40,Moderada,Nublado
Sábado,9:00,12:00,Portal Sur,Portal Norte,17,Baja,Nublado
Lunes,9:00,12:00,Calle 72,Héroes,69,Alta,Soleado
Domingo,12:00,15:00,Calle 26,Calle 100,10,Baja,Nublado
Martes,21:00,24:00,Portal Norte,Calle 72,27,Baja,Soleado
Miércoles,15:00,18:00,Calle 100,Calle 72,40,Moderada,Nublado
Viernes,21:00,24:00,Héroes,Portal Norte,13,Baja,Nublado
Miércoles,12:00,15:00,Portal Norte,Av. Jiménez,54,Moderada,Lluvioso
Viernes,21:00,24:00,Calle 72,Portal Norte,41,Moderada,Nublado
Sábado,15:00,18:00,Héroes,Av. Jiménez,81,Alta,Nublado
Jueves,18:00,21:00,Calle 100,Portal Sur,81,Alta,Nublado
Lunes,21:00,24:00,Calle 100,Portal Sur,27,Baja,Soleado
Jueves,12:00,15:00,Av. Jiménez,Calle 26,81,Alta,Nublado
Domingo,21:00,24:00,Av. Jiménez,Calle 72,40,Moderada,Nublado
Viernes,21:00,24:00,Calle 100,Héroes,37,Moderada,Soleado
Jueves,18:00,21:00,Av. Jiménez,Portal Sur,33,Moderada,Soleado
Viernes,12:00,15:00,Calle 26,Portal Norte,80,Alta,Nublado
Jueves,9:00,12:00,Calle 72,Av. Jiménez,70,Alta,Soleado
Jueves,21:00,24:00,Calle 26,Portal Sur,41,Moderada,Nublado
Miércoles,18:00,21:00,Calle 100,Portal Sur,18,Baja,Nublado
Viernes,21:00,24:00,Calle 100,Calle 72,80,Alta,Nublado
Martes,6:00,9:00,Calle 100,Portal Sur,28,Moderada,Soleado
Sábado,18:00,21:00,Calle 100,Héroes,88,Alta,Lluvioso
Martes,9:00,12:00,Av. Jiménez,Portal Sur,15,Baja,Soleado
Jueves,21:00,24:00,Av. Jiménez,Calle 72,55,Moderada,Lluvioso
Lunes,15:00,18:00,Héroes,Portal Sur,18,Baja,Lluvioso
Miércoles,21:00,24:00,Av. Jiménez,Héroes,9,Baja,Lluvioso
Miércoles,6:00,9:00,Av. Jiménez,Calle 26,26,Moderada,Soleado
Sábado,6:00,9:00,Calle 72,Av. Jiménez,68,Alta,Lluvioso
Jueves,6:00,9:00,Portal Norte,Calle 100,10,Baja,Lluvioso
Martes,15:00,18:00,Calle 26,Av. Jiménez,12,Baja,Lluvioso
Miércoles,18:00,21:00,Héroes,Calle 72,17,Baja,Nublado
Miércoles,21:00,24:00,Portal Norte,Calle 100,46,Moderada,Lluvioso
Lunes,21:00,24:00,Calle 100,Calle 26,8,Baja,Soleado
Martes,9:00,12:00,Portal Norte,Av. Jiménez,30,Moderada,Soleado
Jueves,15:00,18:00,Héroes,Calle 72,36,Baja,Soleado
Martes,15:00,18:00,Calle 72,Calle 100,37,Baja,Soleado
Viernes,12:00,15:00,Portal Sur,Calle 100,1,Baja,Nublado
Domingo,9:00,12:00,Calle 100,Av. Jiménez,12,Baja,Soleado
Martes,6:00,9:00,Calle 72,Portal Sur,4,Baja,Lluvioso
Miércoles,9:00,12:00,Av. Jiménez,Portal Sur,38,Moderada,Soleado
Viernes,6:00,9:00,Av. Jiménez,Portal Norte,28,Moderada,Soleado
Viernes,21:00,24:00,Calle 26,Calle 72,20,Baja,Nublado
Domingo,12:00,15:00,Calle 72,Calle 26,67,Alta,Soleado
Domingo,21:00,24:00,Calle 100,Calle 72,24,Baja,Soleado
Domingo,21:00,24:00,Calle 100,Av. Jiménez,78,Alta,Lluvioso
Sábado,21:00,24:00,Calle 26,Portal Norte,31,Moderada,Soleado
Jueves,9:00,12:00,Calle 100,Calle 26,36,Moderada,Soleado
Miércoles,12:00,15:00,Portal Norte,Portal Sur,21,Baja,Soleado
Lunes,12:00,15:00,Héroes,Portal Norte,81,Alta,Nublado
Martes,21:00,24:00,Héroes,Calle 26,41,Moderada,Lluvioso
Sábado,12:00,15:00,Av. Jiménez,Calle 72,0,Baja,Lluvioso
Jueves,21:00,24:00,Calle 26,Calle 72,90,Alta,Lluvioso
Viernes,12:00,15:00,Héroes,Calle 26,53,Moderada,Lluvioso
Domingo,12:00,15:00,Portal Sur,Calle 100,79,Alta,Lluvioso
Miércoles,12:00,15:00,Portal Norte,Calle 72,40,Moderada,Nublado
Lunes,12:00,15:00,Portal Sur,Calle 100,40,Moderada,Lluvioso
Viernes,18:00,21:00,Portal Sur,Portal Norte,1,Baja,Nublado
Lunes,12:00,15:00,Portal Norte,Héroes,84,Alta,Lluvioso
Sábado,21:00,24:00,Av. Jiménez,Portal Norte,63,Alta,Lluvioso
Miércoles,21:00,24:00,Av. Jiménez,Calle 100,75,Alta,Soleado
Lunes,9:00,12:00,Portal Norte,Calle 100,66,Alta,Soleado
Martes,18:00,21:00,Calle 100,Portal Sur,24,Moderada,Soleado
Martes,12:00,15:00,Calle 26,Portal Norte,0,Baja,Soleado
Lunes,21:00,24:00,Calle 26,Av. Jiménez,64,Alta,Soleado
Martes,18:00,21:00,Av. Jiménez,Calle 72,39,Moderada,Soleado
Jueves,18:00,21:00,Portal Sur,Calle 72,5,Baja,Nublado
Jueves,18:00,21:00,Av. Jiménez,Héroes,62,Alta,Lluvioso
Viernes,15:00,18:00,Calle 26,Av. Jiménez,23,Baja,Soleado
Lunes,21:00,24:00,Héroes,Av. Jiménez,23,Baja,Soleado
Domingo,15:00,18:00,Héroes,Calle 100,7,Baja,Nublado
Lunes,12:00,15:00,Calle 26,Portal Sur,40,Moderada,Nublado
Miércoles,9:00,12:00,Calle 26,Portal Norte,2,Baja,Lluvioso
Martes,12:00,15:00,Calle 26,Av. Jiménez,15,Baja,Lluvioso
Miércoles,6:00,9:00,Calle 72,Portal Sur,6,Baja,Lluvioso
Martes,9:00,12:00,Av. Jiménez,Héroes,41,Moderada,Lluvioso
Sábado,12:00,15:00,Portal Sur,Calle 72,14,Baja,Nublado
Domingo,21:00,24:00,Calle 72,Portal Sur,47,Moderada,Lluvioso
Jueves,18:00,21:00,Calle 72,Héroes,40,Moderada,Nublado
Domingo,15:00,18:00,Héroes,Portal Sur,8,Baja,Nublado
Miércoles,9:00,12:00,Héroes,Portal Sur,0,Baja,Nublado
Sábado,21:00,24:00,Portal Norte,Calle 26,10,Baja,Nublado
Martes,15:00,18:00,Av. Jiménez,Portal Sur,6,Baja,Lluvioso
Martes,15:00,18:00,Portal Sur,Portal Norte,3,Baja,Lluvioso
Lunes,15:00,18:00,Héroes,Portal Sur,29,Baja,Soleado
Miércoles,12:00,15:00,Calle 26,Calle 72,80,Alta,Nublado
Miércoles,9:00,12:00,Portal Sur,Portal Norte,64,Alta,Soleado
Viernes,12:00,15:00,Portal Sur,Héroes,1,Baja,Lluvioso
Miércoles,6:00,9:00,Calle 72,Héroes,99,Alta,Lluvioso
Domingo,15:00,18:00,Av. Jiménez,Portal Norte,75,Alta,Soleado
Martes,18:00,21:00,Héroes,Calle 26,75,Alta,Lluvioso
Lunes,18:00,21:00,Calle 72,Calle 100,6,Baja,Lluvioso
Miércoles,12:00,15:00,Portal Norte,Av. Jiménez,40,Moderada,Nublado
Jueves,18:00,21:00,Portal Norte,Héroes,61,Alta,Soleado
Martes,9:00,12:00,Héroes,Calle 26,1,Baja,Nublado
Jueves,12:00,15:00,Calle 72,Calle 26,16,Baja,Lluvioso
Viernes,12:00,15:00,Calle 26,Héroes,78,Alta,Soleado
Jueves,21:00,24:00,Calle 72,Héroes,71,Alta,Soleado
Sábado,21:00,24:00,Héroes,Calle 26,59,Moderada,Lluvioso
Viernes,6:00,9:00,Portal Norte,Calle 100,35,Moderada,Soleado
Jueves,21:00,24:00,Héroes,Calle 72,45,Moderada,Lluvioso
Martes,6:00,9:00,Av. Jiménez,Calle 100,4,Baja,Soleado
Miércoles,15:00,18:00,Calle 26,Portal Norte,22,Moderada,Soleado
Jueves,21:00,24:00,Calle 100,Calle 26,14,Baja,Nublado
Domingo,12:00,15:00,Av. Jiménez,Portal Sur,17,Baja,Nublado
Miércoles,9:00,12:00,Calle 72,Av. Jiménez,38,Moderada,Soleado
Domingo,6:00,9:00,Av. Jiménez,Calle 26,20,Baja,Nublado
Jueves,6:00,9:00,Av. Jiménez,Portal Sur,55,Moderada,Lluvioso
Jueves,21:00,24:00,Calle 72,Portal Norte,40,Moderada,Nublado
Jueves,9:00,12:00,Calle 72,Héroes,85,Alta,Lluvioso
Miércoles,6:00,9:00,Portal Sur,Calle 26,40,Moderada,Lluvioso
Miércoles,6:00,9:00,Calle 100,Av. Jiménez,80,Alta,Nublado
Viernes,18:00,21:00,Calle 72,Calle 26,34,Moderada,Soleado
Martes,15:00,18:00,Portal Sur,Portal Norte,41,Moderada,Nublado
Lunes,18:00,21:00,Calle 100,Calle 72,21,Baja,Soleado
Miércoles,21:00,24:00,Av. Jiménez,Calle 100,67,Alta,Soleado
Jueves,18:00,21:00,Calle 72,Av. Jiménez,82,Alta,Lluvioso
Jueves,9:00,12:00,Portal Sur,Calle 26,29,Moderada,Soleado
Sábado,6:00,9:00,Calle 26,Av. Jiménez,5,Baja,Nublado
Lunes,21:00,24:00,Portal Sur,Calle 72,41,Moderada,Nublado
Miércoles,21:00,24:00,Calle 26,Av. Jiménez,30,Moderada,Soleado
Martes,12:00,15:00,Portal Norte,Av. Jiménez,2,Baja,Nublado
Sábado,9:00,12:00,Av. Jiménez,Héroes,28,Moderada,Soleado
Domingo,12:00,15:00,Calle 72,Portal Norte,69,Alta,Lluvioso
Domingo,9:00,12:00,Héroes,Portal Norte,81,Alta,Nublado
Martes,6:00,9:00,Portal Norte,Héroes,74,Alta,Soleado
Sábado,12:00,15:00,Héroes,Portal Norte,99,Alta,Lluvioso
Lunes,21:00,24:00,Portal Norte,Héroes,53,Moderada,Lluvioso
Jueves,15:00,18:00,Portal Norte,Calle 26,40,Moderada,Lluvioso
Sábado,6:00,9:00,Calle 100,Calle 72,76,Alta,Soleado
Martes,9:00,12:00,Portal Norte,Calle 72,73,Alta,Lluvioso
Domingo,15:00,18:00,Calle 26,Héroes,40,Moderada,Nublado
Viernes,18:00,21:00,Portal Sur,Portal Norte,8,Baja,Lluvioso
Lunes,12:00,15:00,Calle 100,Portal Sur,80,Alta,Nublado
Domingo,9:00,12:00,Calle 72,Calle 26,72,Alta,Lluvioso
Domingo,21:00,24:00,Héroes,Av. Jiménez,80,Alta,Nublado
Jueves,15:00,18:00,Calle 100,Portal Sur,61,Alta,Lluvioso
Miércoles,21:00,24:00,Calle 72,Portal Norte,41,Moderada,Nublado
Miércoles,15:00,18:00,Héroes,Calle 100,62,Alta,Soleado
Sábado,9:00,12:00,Av. Jiménez,Calle 26,4,Baja,Nublado
Miércoles,18:00,21:00,Héroes,Calle 100,53,Moderada,Lluvioso
Domingo,9:00,12:00,Calle 100,Calle 72,80,Alta,Nublado
Sábado,6:00,9:00,Portal Norte,Calle 26,41,Moderada,Nublado
Martes,6:00,9:00,Calle 26,Portal Sur,14,Baja,Nublado
Miércoles,12:00,15:00,Calle 26,Av. Jiménez,65,Alta,Soleado
Viernes,15:00,18:00,Av. Jiménez,Calle 72,54,Moderada,Lluvioso
